ID,Header,Release_Year,Aggregate_Rating,Num_Figures
2688,Strelets French Line Infantry on the March 2 (220),2019,36,44
2689,First To Fight Polish Uhlan Command Dismounted (PL1939-067),2019,31,15
2690,RedBox Guards of Cardinal Richelieu (72147),2020,44,44
2691,HaT American Civil War Marching (2) (8332),2020,47,48
2692,Strelets British Infantry Skirmishing (M133),2019,46,56
2693,Strelets French Line Infantry at Ease (225),2019,43,48
2694,Strelets Japanese Type 98 20mm AA/AT Gun (226),2019,43,20
2695,Strelets 155 mm Cannon GPF Mod 1917 (A018),2019,41,10
2696,HaT Napoleonic Spanish Infantry Sampler (8330),2019,,38
2697,Strelets Highlanders Standing Order Arms (200),2019,48,45
2698,Strelets British Infantry Standing Order Arms (201),2019,49,45
2699,Strelets Austrian Grenadiers in Winter Dress on the March (209),2019,38,45
2700,Strelets Prussian Line Infantry Standing Order Arms (211),2020,45,45
2701,Strelets Russian Infantry on the March 1 (212),2019,46,45
2703,Strelets Russian Infantry Standing Order Arms (217),2019,49,45
2704,Strelets Russian Infantry in Overcoats Standing Order Arms (219),2019,49,45
2705,Linear-A Margiana (044),,,
2706,Strelets Boer Field Artillery (224),2019,40,14
2707,Strelets Brunswick Light Guards Battalion (154),2019,45,45
2708,Strelets Boer Infantry (M138),2019,43,56
2709,Strelets British Infantry in Attack 1701-1714 (231),2019,45,44
2710,HaT El Cid Moorish Cavalry Sampler (8339),,,
2711,First To Fight Polish Uhlans on Horses 1939 (PL1939-071),2019,37,6
2712,Linear-A Samnite Wars Set 1 (026),2021,40,40
2713,Linear-A The Army of Pyrrhus of Epirus (Set 1) (028),2021,43,24
2714,Linear-A Roman Anti-Elephant Wagon (029),2025,,6
2715,Linear-A Tarentine Horsemen of Magna Graecia (030),2021,44,12
2716,Linear-A The Army of Athens (031),2022,44,48
2717,Strelets British Infantry in Advance 1701-1714 (230),2019,46,44
2718,Ultima Ratio Gladiators Myrmillo Secutor Szissor (UR013),2019,49,24
2719,Strelets Anglo-Saxon Fyrd (M140),,,
2720,Strelets Housecarls of King Harold (M141),,,
2721,Strelets Medieval City Levy (248),,,
2722,Zvezda Soviet 120mm Mortar and Crew (6147),2020,,4
2723,Zvezda German 120mm Mortar with Crew (6268),2020,,5
2724,Zvezda Soviet Machine Gun Squad (6269),2020,,5
2725,Zvezda German Panzergrenadiers (6270),2020,,5
2726,Zvezda Soviet Assault Engineers (6271),2021,,4
2727,"Zvezda Volkssturm, Berlin 1945 (6272)",2021,,5
2728,Linear-A Trajan's Legions vs Dacians (Set 1) (032),2025,39,48
2729,First To Fight Polish Uhlans Command on Horses 1939 (PL1939-072),2019,35,6
2730,Strelets Confederate Infantry in Defence (249),2019,41,49
2731,Strelets Highlanders 1899-1902 (M139),2020,43,52
2732,Mars Finnish Army (Winter Dress) 1942-1944 (72114),2019,32,37
2733,"Linear-A Vigiles Urbani ""Cohortes Vigilum"" (001s)",2020,31,4
2734,Linear-A Sacrifice Before the Battle (002s),2020,42,4
2735,Linear-A Legionary Recruits Training (003s),2020,40,4
2736,Linear-A Waterloo After the Battle French Disaster (004s),2021,39,4
2737,Linear-A Hittite King Muršili I with Royal Bodyguard (007s),2026,,5
2738,Linear-A Roman Artillery Set 2 - Onager (092),2024,30,8
2739,Linear-A Roman Artillery Set 3 - Scorpio (009s),2023,45,6
2740,Linear-A Hannibal vs Scipio (010s),2023,43,4
2741,Linear-A Waterloo After the Battle British Disaster (005s),2021,33,4
2742,Strelets French Fusiliers (Early War) (236),2020,43,44
2743,Strelets British Infantry Firing Line 1701-1714 (232),2019,45,44
2745,Strelets Austrian Grenadiers Standing Shoulder Arms (204),2020,41,45
2747,Strelets Bavarian Infantry at Ease (270),2020,47,44
2749,Linear-A Indus Culture (Set 1) (042),2024,44,40
2750,Strelets Bavarian Infantry in Attack (227),2020,41,48
2751,Strelets Prussian Uhlans (228),2020,46,15
2752,Strelets Prussian Dragoons (229),2020,44,15
2753,Strelets Finnish Anti-Tank Squad in Summer Dress (245),2020,40,28
2754,Strelets Finnish Anti-Tank Squad in Winter Dress (246),2020,42,28
2755,Strelets American Anti-Tank Squad (247),2020,45,28
2756,Linear-A Seleucid Infantry Phalanx Set 1 (033),2021,40,24
2757,Linear-A Ptolemaic Infantry Phalanx Set 1 (034),2021,41,24
2759,Linear-A Battle of Cunaxa Set 3 (Persian Cavalry) (036),2022,45,12
2760,RedBox Moscow Noble Cavalry (Siege of Pskov) Set 1 (72127),2020,41,12
2761,RedBox Moscow Noble Cavalry (Siege of Pskov) Set 2 (72128),2020,41,12
2762,RedBox Moscow Noble Cavalry (Siege of Kazan) Set 1 (72133),2020,41,12
2763,RedBox Moscow Noble Cavalry (Siege of Kazan) Set 2 (72134),2020,43,12
2764,RedBox Moscow Noble Cavalry (Battle of Orsha) Set 1 (72135),2020,42,12
2765,RedBox Moscow Noble Cavalry (Battle of Orsha) Set 2 (72136),2020,41,12
2766,Strelets French Musketeers Firing (234),2020,42,44
2767,Mars Russian Infantry (72115),2020,37,40
2768,Linear-A The Victory of Waterloo (006s),2021,35,4
2769,Linear-A Hannibal Crosses the Alps Set 5 (025),2021,43,48
2770,Linear-A Napoleonic French Cavalry Disaster (027),2023,45,12
2772,Mars Russian Assault Troops (72116),2020,34,32
2773,Strelets French Grenadiers (Early War) (235),2020,42,44
2774,Linear-A Roman Army under King Servius Tullius (038),2022,43,48
2775,Linear-A Emperor Justinian I and Imperatrix Theodora I (011s),2023,44,4
2776,Orion Ruff-Puffs (72053),2020,41,48
2777,Strelets French Musketeers on the March (233),2020,39,44
2778,Orion ARVN Troops (Early War) (72051),2020,40,48
2779,Orion ARVN Troops (Late War) (72052),2020,39,43
2780,Orion British Tank Crew (Summer Dress) (72057),2020,46,48
2781,Linear-A Eastern Roman Empire Infantry Set 1 (039),2023,39,48
2782,Linear-A Publius Quinctilius Varus 'Disaster' (012s),2023,37,4
2783,Strelets Arabs in Skirmish (M142),2020,45,52
2784,Mars German Volkssturm Defenders (72117),2020,43,40
2785,Strelets British Cavalry (238),2020,48,12
2786,Strelets French Pikemen (237),2020,38,36
2787,Strelets French Infantry Summer Order Arms (222),2020,49,45
2788,Mars German Night Hunters (72118),2020,39,40
2789,Mars German Paratroopers (Tropical Uniform) (72119),2020,41,40
2790,HaT American Civil War Infantry Sampler (8333),2020,,33
2791,HaT Austrian Infantry Sampler (8338),2020,,33
2792,HaT Napoleonic British Cavalry Sampler (8340),2020,,16
2793,Linear-A Roman Frontier Antonine Wall Garrison (013s),2026,44,5
2794,Strelets Long Range Patrol at Rest (M143),2020,46,56
2795,First To Fight Field Cannon 75mm wz.1902/26 (PL1939-077),2020,,
2796,Strelets French Guard Musketeers (242),2023,46,12
2797,Strelets Russian Infantry Standing Shoulder Arms (216),2020,49,44
2798,Strelets Bavarian Infantry Standing Order Arms (271),2020,44,44
2799,Strelets French Royal Horse Grenadiers (241),2021,48,12
2802,T-Model Middle East Military Man Set (TK7312),2021,38,25
2803,Mars US Paratroopers (72120),2020,41,40
2804,Strelets SAS Desert Ambush (M145),2020,44,60
2805,Strelets Africa Corps Mortar Squad (280),2020,44,44
2806,Strelets Long Range Desert Group (M144),2020,37,52
2807,RedBox Mounted Musketeers of the King of France (72146),2020,46,12
2808,RedBox Bonnie Prince Charlie and Scottish Cavalry (72149),2021,41,12
2809,Strelets Chevau-Légers and Gendarmes of the Guards (239),2020,47,12
2810,RedBox Mounted Guards of Cardinal Richelieu (72148),2020,46,12
2811,Linear-A The Army of Pyrrhus of Epirus (Set 2) (045),2021,41,48
2812,Linear-A Samnite Wars (2) Italian Ally Cavalry (046),2023,43,12
2813,Strelets Arabs in Retreat (M148),2020,41,56
2814,Strelets Bavarian Infantry on the March (272),2020,47,44
2815,Strelets French Garde du Corps (240),2022,49,12
2816,Strelets Japanese Type 11 Gun (281),2020,40,36
2817,Strelets Prussian 7th Uhlans (161),2020,45,14
2818,Strelets M1916 37mm Gun with French Foreign Legion Crew (291),2020,41,32
2819,Strelets French Foreign Legion in Camp (M146),2020,47,52
2820,Strelets French Foreign Legion in Attack (M147),2020,41,52
2823,Linear-A Seleucid Elephants vs Ptolemaic Elephants (049),2025,48,13
2824,Mars Eastern Mercenaries (72137),2023,30,18
2826,RedBox British Dragoons 1745 (72139),2021,43,12
2827,RedBox British Regiments of Horse 1745 (72140),2021,46,12
2828,RedBox Prince's Lifeguard and Fitzjames Horse (72141),2021,46,12
2829,Plastic Soldier Waffen-SS Grenadier Platoon 1944-45 (UMOS001),2020,44,35
2830,Orion German Panzer Soldiers 1939-40 (72058),2021,48,48
2831,Orion Viet Cong (72059),2021,36,52
2832,Orion North Vietnamese Army (72060),2021,40,52
2833,Orion British Tank Crew (Winter Dress) (72061),2021,45,48
2834,Zvezda British Headquarters (6174),2021,,4
2835,Zvezda American Infantry (6278),2021,,5
2836,Zvezda American Marines (6279),2021,,5
2837,Zvezda Soviet M-72 Motorcycle with Sidecar and Crew (6277),2021,,2
2838,Strelets Vikings (250),,,
2839,Plastic Soldier British Eighth Army Platoon (UMOS002),2020,43,52
2840,Plastic Soldier Waffen-SS Grenadier 81mm Mortars (UMOS004),2020,41,4
2841,Plastic Soldier Waffen-SS Grenadier HMGs (UMOS005),2020,39,8
2842,Plastic Soldier Waffen-SS Grenadier Panzerschrecks (UMOS006),2020,38,4
2843,Mars German Paratroopers (Winter Uniform) (72121),2021,39,40
2844,Plastic Soldier Afrika Korps Platoon (UMOS003),2021,43,46
2845,Orion Japanese Tank Crew WW2 (72067),2024,45,48
2846,Mars German Panzer Crew in Combat (72122),2021,39,40
2847,Linear-A Ptolemaic Infantry Phalanx Set 2 (050),2023,43,32
2848,Strelets French Artillery (244),2021,41,10
2849,Strelets British Artillery (243),2021,38,10
2850,Linear-A Army of Syracuse: Infantry (051),2022,44,48
2852,Plastic Soldier US Marine Corps Platoon (UMOS007),2021,33,56
2855,Strelets French Dragoons on the March (251),2021,46,12
2856,HaT Rome's Enemies (8266),,,
2857,Strelets Dismounted French Dragoons in Skirmish (254),2021,45,24
2858,Strelets French Dragoons in Attack (253),2021,41,12
2859,RedBox Ukrainian Registered Cossack Infantry (72142),2023,47,52
2860,RedBox Ukrainian Zaporozhian Cossack Infantry (72143),2023,47,52
2861,RedBox Ukrainian Peasant Infantry (72144),2023,46,53
2862,RedBox Italian Arditi in Armor (72150),2023,42,40
2863,Strelets French Late War Dragoons in Reserve (252),2021,44,12
2864,Strelets DAK Desert Patrol (M081),2021,46,56
2865,Strelets Arabs in Ambush (M149),2021,44,52
2867,First To Fight Polish Horse Artillery (PL1939-084),2021,31,12
2868,Strelets Austrian Infantry 1701-1714 on the March (260),2024,42,52
2869,Italeri Desert Well and Tents (6148),2018,,
2870,Strelets Dutch Cuirassiers (259),2023,46,12
2871,Mars US Machine Gunners D-Day (72125),2021,46,32
2872,Mars US Rangers D-Day (72126),2021,41,40
2874,Strelets Italian Desert Patrol (M154),2021,46,52
2876,Linear-A Imperial Roman Centuriones (061),2024,50,40
2877,Billy V Civil War Union & Confederate Infantry Set (680),,,
2878,Billy V Lewis & Clark + Indians (681),,,
2879,Billy V Battle of the Alamo (683),,,
2880,Billy V American Revolutionary War (684),,,
2881,Billy V Pilgrims & Eastern Indians (686),,,
2882,Billy V World War II Easy Company/German Troops (687),,,
2883,Billy V Korean War (688),,,
2884,Billy V Civil War Union & Confederate Cavalry (689),,,
2885,Billy V Civil War Union & Confederate Artillery (690),,,
2886,MPC American Infantry (1-6020),1967,,48
2887,MPC Union Infantry (1-6004),1991,,50
2888,MPC German Infantry (1-6001),1974,,48
2889,MPC 8th Army 'Desert Rats' (1-6002),1974,,45
2890,MPC German Afrika Korps (1-6003),1962,,46
2891,MPC Confederate Infantry (1-6005),2000,,32
2892,MPC Artillery Batteries (1-6006),1962,,15
2893,MPC US Marines (1-6007),1975,,44
2894,MPC US Assault Troops (1-6013),1982,,48
2895,MPC Soviet Infantry (1-6016),1982,,48
2896,MPC Russian Infantry (1-6021),1964,,41
2897,MPC German Infantry (1-6019),1966,,45
2898,MPC German Paratroops (1-6011),1976,,46
2899,MPC US Paratroops (1-6010),1975,,48
2900,MPC British Paratroops (1-6023),1965,,33
2901,MPC US Cavalry (1-6022),1965,,12
2902,MPC British Redcoats (1-6018),1971,,40
2903,MPC Washington's Army (1-6017),1971,,40
2904,MPC USAAF Personnel (1-6009),,,
2905,MPC Luftwaffe Personnel (1-6012),1977,,48
2906,MPC NATO Ground Crew (1-6014),1981,,48
2907,MPC German Mountain Troops (1-6015),1977,,37
2908,Italeri Walls and Ruins II (6090),2017,,
2909,Italeri Battlefield Buildings (6130),2017,,
2910,LW German 20 mm Flak-38 with Crew (2025b),,27,12
2911,LW US Army Light Trailer (2026b),,34,16
2912,Caesar Three Kingdoms (Shu Kingdom Set 1) (TK001),2022,46,33
2916,Linear-A Neo-Assyrian Empire Set 3 (062),2025,47,40
2917,Ultima Ratio Confederate Infantry Texas Troops (UR015),2022,40,34
2918,Strelets Bavarian Infantry in Square (274),2024,46,43
2919,Strelets Bavarian Infantry 1701-1714 Shooting Line (262),2024,48,52
2920,Model Kasten JNAF Aircrew 'Rabaul Zero Fighter' (F-11 1800),2016,50,7
2921,Caesar Modern PRC PLA Troops (H105),2022,49,33
2923,Plastic Soldier British Eighth Army Vickers MMGs (UMOS012),2022,45,6
2924,Plastic Soldier British Eighth Army 3 Inch Mortar (UMOS009),2022,44,8
2925,Plastic Soldier German Afrika Korps MG34 Tripod Teams (UMOS010),2022,41,6
2926,Plastic Soldier German Afrika Korps 81 mm Mortars (UMOS011),2022,41,6
2929,Plastic Soldier US Marine Corps Support Weapons (UMOS008),2022,40,26
2931,Mars Soviet Border Guards (72129),2022,39,40
2932,Hegemony Gurkhas Indian Mutiny (HG006),,15,21
2933,Hegemony Romano-Britons (HB007),,30,
2934,Hegemony Urartians (HB008),,,23
2935,Hegemony Ancient Dorians (HB009),,,22
2936,Hegemony Arameans (HB011),,,25
2937,Strelets Dutch Infantry Firing Line (265),2025,43,52
2938,HaT Alexander's Macedonian Army (8088),,,60
2939,HaT Achaemenid Persian Army (8117),,,67
2940,HaT The Assyrian Army (8128),,,30
2941,HaT Republican Roman Army (8151),,,72
2942,HaT Carthaginian Army (8152),,,67
2943,Ultima Ratio Gladiators Hoplomachus Thracian (UR017),2022,38,27
2944,Ultima Ratio Carthaginian Army: Iberian Infantry Part 2 (UR018),2022,35,27
2945,Mars Swiss Mercenaries (72068),2005,,14
2946,Mars Pirates of the Caribbean Set 2 (72069),,,
2947,Mars German Volkssturm Defenders Set 2 (72130),2022,41,40
2948,Mars German Mercenaries (Mid 16th Century) (72131),2008,,40
2949,Mars Persian Light Cavalry (72132),2022,,12
2950,Mars Persian Mercenary Cavalry (72133),2022,,12
2951,Mars Ancient Artillery (72134),2002,,5
2952,Mars Dacian Army (72135),,,
2953,Mars Samurai (72136),2004,,30
2954,Hegemony Phrygians (HB012),2022,25,
2955,Hegemony Persian War Elephants (HB013),2022,15,8
2956,Orion Long Range Desert Group (72062),2023,34,48
2957,Orion German Panzer Soldiers (DAK) (72063),2023,47,48
2958,Orion French Tank Crew WW2 (72064),2023,47,48
2959,Orion Polish Tank Crew WW2 (72065),2023,46,48
2960,Linear-A Legions of Gaius Julius Caesar (Set 1) (063),2025,46,20
2961,Linear-A Legions of Gaius Julius Caesar (Set 2) (064),2025,45,20
2963,Orion Italian Tank Crew (72066),2023,49,48
2964,Strelets 1745 Jacobite Artillery (283),2023,44,10
2965,Strelets Russian Jaegers in Winter Dress (289),2023,44,44
2970,RedBox Byzantine Light Cavalry Set 1 (72137),2024,36,12
2971,Linear-A Neo-Assyrian Empire Siege Engineer Set 4 (083),2025,44,40
2972,Linear-A Neo-Assyrian Empire Infantry Set 5 (084),2024,47,40
2973,"Linear-A Dilmun, Magan, Jiroft (085)",2026,,20
2974,Ultima Ratio Carthaginian Army: Libyan Infantry (UR021),2023,40,27
2977,Linear-A Bacchanalia in Ancient Rome (Set 1) (088),2024,,40
2978,Linear-A Roman Artillery (Set 1) Ballista (089),2023,36,2
2981,Linear-A Gnaeus Pompeius Magnus with General Staff (018s),2026,42,5
2986,Linear-A Cleopatra VII Philopator (021s),2026,,5
2989,Linear-A Gaius Julius Caesar at Alesia (008s),2026,43,5
2990,Linear-A Wilusa (093),2026,,19
2991,Linear-A Legions of Marcus Licinius Crassus (Set 2) (094),2025,47,20
3004,Linear-A Pyrrhic Elephants (107),2025,47,10
3005,Strelets British Infantry in Skirmish (285),2024,43,42
3006,Strelets British Infantry in Square (286),2024,44,42
3007,Mars British Paratroopers (72139),2024,42,40
3008,Mars U.S. Marines (72140),2024,37,32
3009,Mars U.S. Paratroopers (Part 2) (72141),2024,41,40
3010,Mars German Artillery Crew (Winter) (72142),2024,46,36
3011,Strelets Early WWII US Infantry in Combat (M159),2024,36,52
3012,Strelets Austrian Infantry 1701-1714 in Attack (261),2024,43,44
3013,HaT French Light Infantry Chasseurs Sampler (8341),2024,,25
3014,Waterloo 1815 Celtic Warriors (045),,,
3019,Linear-A Gangs/Revolt in Rome (Set 1) (112),2026,42,20
3028,HaT AWI American Infantry (8342),2024,47,96
3029,HaT AWI British Infantry (8343),2025,41,96
3032,Mars Ukrainain Defenders Set II (72143),2024,44,40
3033,Orion Hungarian Tank Crew WW2 (72069),2024,49,48
3034,Orion US Infantry in Vietnam (Middle War) (72070),2024,41,43
3035,Orion USMC In Vietnam (Early War) (72068),2024,42,44
3036,HaT Napoleonic Hungarian Infantry (Marching) (8334),2024,47,40
3037,HaT Napoleonic Hungarian Infantry (Action) (8335),2024,40,40
3038,Ultima Ratio Burgundian Foot Soldiers (UR022),2024,39,24
3044,"Linear-A Jesus, the True Story (128)",2025,,20
3047,Strelets Seminole Warriors (M160),2024,43,56
3048,Strelets US Volunteers (Seminole Wars) (M161),2024,44,52
3049,Ultima Ratio Roman Republic Army: Hastati (UR023),2024,40,24
3052,Linear-A Republican Roman Incendiary Swine (141),2025,47,2
3054,HaT AWI American Artillery (8344),2025,40,20
3055,HaT AWI American Cavalry (8346),2025,43,21
3056,RedBox Tudor Light Infantry (72155),2025,45,43
3057,HaT American War of Independence British Artillery (8345),2025,41,20
3058,HaT American War of Independence British Cavalry (8347),2025,33,21
3059,HaT Hessian Musketeers Charging (8348),2026,41,48
3060,Ultima Ratio Japanese Warrior Monks (UR024),2025,42,27
3061,HaT Napoleonic Russian Infantry Marching (8350),2025,46,48
3062,Strelets British Light Infantry on the March (294),2025,44,44
3063,Strelets British Light Infantry in Attack (295),2025,41,36
3064,Strelets Early WWII Infantry in Defence (M162),2025,40,48
3065,Strelets IJA Infantry in Melee (M163),2025,42,52
3066,Strelets Holy Roman Empire Grenadiers 1701-1714 (269),2025,47,52
3067,Orion Finnish Tank Crew WW2 (72071),2025,44,48
3068,Orion USMC in Vietnam (Late War) (72072),2025,43,43
3069,Orion Spanish Republican Pilots (72073),2025,45,48
3070,Ultima Ratio Roman Republican Army: Velites (UR025),2025,43,30
3071,HaT Napoleonic Russian Infantry Action (8351),2025,40,40
3072,HaT Napoleonic Russian Infantry Command (8352),2025,44,32
3073,First To Fight CKM wz.30 in Cavalry Service (PL1939-120),2025,47,6
3076,Linear-A Gangs/Revolt in Rome (Set 2) (147),2026,38,23
3077,Linear-A French Engineers (Set 2) (148),2026,46,18
3080,Ultima Ratio The Thracians (UR026),2025,44,30
3081,HaT Hessian Musketeers (8349),2026,42,48
3082,HaT Hessian Grenadiers (8353),2026,43,48
3086,Strelets British Light Infantry Standing Order Arms (296),2025,45,44
3087,Strelets British Light Infantry Standing Shoulder Arms (297),2025,47,45
3088,Strelets British Light Infantry Firing Line (299),2025,43,40
3089,Strelets British Light Infantry in Square (300),2025,43,39
3090,Strelets Early Texas Rangers (M165),2025,40,52
3091,Strelets Comanche Warriors (M166),2025,31,52
3101,Mars Italian Paratroopers (72145),2026,34,40
3102,Mars U.S. Chemical Mortar Team (72146),2026,42,32
3103,Mars German MG Team (72147),2026,40,40
3104,Mars German Afrika Korps (72148),2026,41,40
3107,Ultima Ratio French Armies of the Hundred Years War (UR027),2026,44,30
3108,Heller US Paratroopers (49651),1983,,48
3109,Heller British Paratroopers (49623),1983,,50
3110,Heller German Air Force Personnel (49655),1977,,48
3111,Heller US Air Force Personnel (49648),1974,,42
3112,Heller British Infantry 8th Army (49609),1974,,45
3119,Strelets French Line Cavalry in Attack (267),2026,43,12
3120,Strelets Mounted Seminoles (301),2026,36,13
3121,Strelets Napoleon in Egypt (303),2026,45,13
3122,Strelets Apache Warriors (M167),2026,38,48
3123,Strelets Texas Rangers 2 (M168),2026,39,48
